0,1,2,3,4,5,6,7,8,9,10
beverages,red/blush wine,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,photo/film,,,,,,,,,
meat,rolls/buns,,,,,,,,,
tropical fruit,yogurt,bottled water,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
frozen potato products,specialty cheese,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
canned beer,canned beer,,,,,,,,,
yogurt,yogurt,,,,,,,,,
tropical fruit,soda,,,,,,,,,
newspapers,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,margarine,,,,,,,,,
frozen meals,pasta,curd,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
soda,instant coffee,,,,,,,,,
pork,bottled beer,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
packaged fruit/vegetables,dishes,,,,,,,,,
beef,rolls/buns,,,,,,,,,
canned beer,sugar,,,,,,,,,
salty snack,butter,,,,,,,,,
whole milk,sliced cheese,dish cleaner,,,,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
whole milk,house keeping products,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
beef,onions,,,,,,,,,
red/blush wine,pork,,,,,,,,,
soda,whole milk,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
whole milk,dog food,,,,,,,,,
rolls/buns,butter,,,,,,,,,
meat,tropical fruit,,,,,,,,,
berries,processed cheese,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
yogurt,pastry,,,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
domestic eggs,frozen vegetables,,,,,,,,,
onions,rolls/buns,,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,soda,whole milk,sweet spreads,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
pastry,whole milk,,,,,,,,,
pork,tropical fruit,,,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
yogurt,other vegetables,white wine,frozen vegetables,,,,,,,
curd,newspapers,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
beef,brown bread,,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
soda,dishes,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
other vegetables,tropical fruit,white bread,specialty chocolate,pot plants,shopping bags,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
tropical fruit,long life bakery product,napkins,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
seasonal products,shopping bags,,,,,,,,,
salty snack,frozen meals,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
beef,newspapers,,,,,,,,,
whole milk,white bread,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
dishes,whole milk,oil,onions,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
beef,specialty chocolate,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
frozen vegetables,curd,rolls/buns,,,,,,,,
hamburger meat,pastry,,,,,,,,,
sausage,curd,margarine,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
sausage,frozen meals,,,,,,,,,
misc. beverages,pastry,,,,,,,,,
chicken,other vegetables,,,,,,,,,
waffles,pasta,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
meat,citrus fruit,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
tropical fruit,pork,coffee,canned beer,shopping bags,chocolate,,,,,
sausage,onions,,,,,,,,,
napkins,citrus fruit,,,,,,,,,
whole milk,grapes,pastry,yogurt,,,,,,,
UHT-milk,whole milk,,,,,,,,,
sausage,honey,beverages,soda,frozen dessert,whipped/sour cream,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
meat spreads,tropical fruit,rolls/buns,,,,,,,,
waffles,brown bread,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
butter,sugar,,,,,,,,,
pork,other vegetables,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
pork,ham,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
sausage,pork,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
beverages,sugar,,,,,,,,,
chicken,canned beer,,,,,,,,,
soda,beverages,rolls/buns,curd,,,,,,,
canned beer,ready soups,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
sausage,curd cheese,,,,,,,,,
beverages,root vegetables,frozen meals,,,,,,,,
meat,sliced cheese,,,,,,,,,
root vegetables,detergent,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
margarine,whole milk,white bread,,,,,,,,
whole milk,butter,,,,,,,,,
beef,long life bakery product,,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
soft cheese,napkins,,,,,,,,,
white bread,salty snack,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,bottled beer,dishes,pip fruit,whole milk,hard cheese,brown bread,soda,,,
beef,whole milk,frozen vegetables,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,chocolate,brown bread,,,,,,,,
frozen fish,whole milk,,,,,,,,,
canned beer,grapes,,,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
soda,chocolate,,,,,,,,,
bottled beer,Instant food products,,,,,,,,,
cream cheese ,pickled vegetables,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
turkey,domestic eggs,,,,,,,,,
citrus fruit,dessert,newspapers,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
other vegetables,meat,,,,,,,,,
whole milk,whole milk,pastry,,,,,,,,
soda,pastry,,,,,,,,,
turkey,flour,,,,,,,,,
chicken,whole milk,,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
frozen meals,dental care,,,,,,,,,
beef,butter,,,,,,,,,
coffee,sausage,bottled water,cream cheese ,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
pip fruit,tidbits,,,,,,,,,
dessert,mayonnaise,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
sausage,shopping bags,soda,butter,dessert,soda,,,,,
brown bread,bottled beer,,,,,,,,,
pork,citrus fruit,,,,,,,,,
beverages,tropical fruit,,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
sausage,chocolate,,,,,,,,,
yogurt,pastry,,,,,,,,,
seasonal products,flour,domestic eggs,,,,,,,,
candy,pastry,napkins,,,,,,,,
rolls/buns,coffee,,,,,,,,,
specialty chocolate,candles,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
soda,vinegar,napkins,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
yogurt,curd,,,,,,,,,
frankfurter,soda,napkins,,,,,,,,
frozen meals,sausage,flour,curd,whipped/sour cream,,,,,,
whipped/sour cream,pastry,,,,,,,,,
whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
rolls/buns,newspapers,cereals,,,,,,,,
other vegetables,pastry,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
yogurt,oil,,,,,,,,,
sausage,dessert,,,,,,,,,
tropical fruit,dishes,other vegetables,,,,,,,,
butter,whole milk,,,,,,,,,
frankfurter,onions,,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
sausage,butter,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
white bread,coffee,,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,ice cream,,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
onions,pip fruit,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
soda,instant coffee,,,,,,,,,
curd,dessert,,,,,,,,,
sliced cheese,skin care,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
canned beer,finished products,beverages,dishes,,,,,,,
whole milk,candy,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
other vegetables,dessert,,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
specialty chocolate,pork,,,,,,,,,
pork,ice cream,,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
ham,bottled beer,rolls/buns,,,,,,,,
tropical fruit,curd cheese,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
whipped/sour cream,frankfurter,rolls/buns,citrus fruit,candy,bottled beer,yogurt,whole milk,,,
sausage,brandy,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
beef,curd,,,,,,,,,
other vegetables,waffles,,,,,,,,,
brown bread,napkins,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
curd,photo/film,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
coffee,pip fruit,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
roll products ,seasonal products,,,,,,,,,
root vegetables,chocolate,candy,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
berries,grapes,other vegetables,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
whole milk,candy,,,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
tropical fruit,curd,,,,,,,,,
soda,mayonnaise,,,,,,,,,
whole milk,cat food,,,,,,,,,
sausage,female sanitary products,,,,,,,,,
sausage,napkins,curd,,,,,,,,
red/blush wine,dog food,,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
ham,rolls/buns,,,,,,,,,
pickled vegetables,yogurt,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,pastry,napkins,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
frozen fish,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,rolls/buns,flower (seeds),,,,,,,,
frankfurter,syrup,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
chocolate,sugar,coffee,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
napkins,bags,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
whole milk,yogurt,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
bottled water,hard cheese,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
brown bread,hygiene articles,shopping bags,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
pork,pastry,,,,,,,,,
pip fruit,candles,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
pork,yogurt,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
citrus fruit,beef,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
pastry,liquor,,,,,,,,,
ham,root vegetables,margarine,whipped/sour cream,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
root vegetables,beef,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
dish cleaner,curd,,,,,,,,,
other vegetables,shopping bags,packaged fruit/vegetables,,,,,,,,
citrus fruit,white bread,,,,,,,,,
berries,soda,flower (seeds),,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
meat,coffee,,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
frozen meals,other vegetables,,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
yogurt,berries,butter,pastry,,,,,,,
citrus fruit,chicken,,,,,,,,,
rolls/buns,cereals,,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
finished products,pastry,,,,,,,,,
sausage,pastry,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
whole milk,flour,berries,,,,,,,,
citrus fruit,cling film/bags,fruit/vegetable juice,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
zwieback,frozen vegetables,,,,,,,,,
newspapers,bottled water,,,,,,,,,
other vegetables,butter milk,chewing gum,specialty chocolate,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
hygiene articles,grapes,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
chicken,shopping bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen meals,instant coffee,specialty chocolate,,,,,,,,
whole milk,bottled beer,,,,,,,,,
sausage,coffee,pip fruit,tropical fruit,,,,,,,
pet care,cake bar,,,,,,,,,
pork,cream cheese ,,,,,,,,,
detergent,whole milk,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
whipped/sour cream,bottled water,specialty vegetables,,,,,,,,
pork,pip fruit,,,,,,,,,
processed cheese,specialty bar,,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
soda,pip fruit,sugar,brown bread,,,,,,,
berries,white bread,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
sausage,bottled water,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
shopping bags,UHT-milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
frankfurter,curd,,,,,,,,,
dessert,mustard,white bread,,,,,,,,
frankfurter,sausage,,,,,,,,,
yogurt,tropical fruit,bottled water,yogurt,,,,,,,
sausage,berries,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
hamburger meat,citrus fruit,whole milk,specialty bar,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
other vegetables,waffles,butter,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
whole milk,brown bread,soda,,,,,,,,
oil,waffles,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
ham,tropical fruit,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
frankfurter,bottled water,,,,,,,,,
sausage,beverages,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
rolls/buns,soda,,,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
beef,pastry,,,,,,,,,
pork,pip fruit,yogurt,salty snack,,,,,,,
salt,yogurt,rolls/buns,whole milk,,,,,,,
butter milk,canned beer,,,,,,,,,
sausage,processed cheese,baking powder,specialty cheese,,,,,,,
berries,butter milk,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pork,spread cheese,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
berries,napkins,,,,,,,,,
sausage,processed cheese,,,,,,,,,
cat food,male cosmetics,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
chicken,dog food,,,,,,,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
soft cheese,bottled water,,,,,,,,,
onions,rolls/buns,,,,,,,,,
other vegetables,mustard,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
citrus fruit,chewing gum,,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
hamburger meat,other vegetables,chocolate marshmallow,,,,,,,,
newspapers,dishes,,,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
frozen vegetables,pastry,,,,,,,,,
liquor,dessert,waffles,,,,,,,,
soda,other vegetables,,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
bottled water,shopping bags,bottled water,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
tidbits,other vegetables,,,,,,,,,
ham,soda,,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
other vegetables,grapes,yogurt,butter milk,candy,soft cheese,,,,,
chicken,canned beer,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
pip fruit,male cosmetics,dishes,dessert,rice,,,,,,
chicken,oil,chocolate,candy,,,,,,,
citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
cream cheese ,salt,,,,,,,,,
curd,whole milk,,,,,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
sausage,whole milk,,,,,,,,,
pork,white bread,,,,,,,,,
berries,pork,whole milk,frozen vegetables,domestic eggs,,,,,,
tropical fruit,candy,,,,,,,,,
sausage,bottled beer,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
rolls/buns,bottled water,,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
citrus fruit,rolls/buns,frozen vegetables,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
ham,sausage,curd,other vegetables,,,,,,,
onions,citrus fruit,white bread,dessert,shopping bags,,,,,,
dishes,dessert,,,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
sausage,bottled water,,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
ham,other vegetables,,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
dessert,other vegetables,,,,,,,,,
frankfurter,soda,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
citrus fruit,berries,,,,,,,,,
chicken,pastry,soda,,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
root vegetables,grapes,,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
hamburger meat,curd,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
pastry,candles,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
other vegetables,newspapers,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
oil,coffee,,,,,,,,,
sausage,bottled water,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
ham,bottled water,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
chocolate marshmallow,flour,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
soda,red/blush wine,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
canned beer,canned beer,,,,,,,,,
soups,specialty cheese,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
ice cream,curd,,,,,,,,,
misc. beverages,shopping bags,yogurt,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
soda,rolls/buns,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
soda,prosecco,canned fish,,,,,,,,
citrus fruit,napkins,,,,,,,,,
female sanitary products,pot plants,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
soft cheese,soda,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
beef,canned beer,,,,,,,,,
berries,other vegetables,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
tropical fruit,sugar,,,,,,,,,
pastry,brown bread,whisky,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
pastry,other vegetables,,,,,,,,,
root vegetables,coffee,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
root vegetables,ham,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
sausage,whole milk,,,,,,,,,
herbs,pip fruit,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
other vegetables,oil,,,,,,,,,
newspapers,rolls/buns,newspapers,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
whole milk,white bread,frozen vegetables,,,,,,,,
root vegetables,rolls/buns,shopping bags,,,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
ham,rolls/buns,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
dessert,whole milk,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
beef,yogurt,,,,,,,,,
whole milk,frozen vegetables,soda,,,,,,,,
dessert,other vegetables,,,,,,,,,
ham,bathroom cleaner,,,,,,,,,
